Name,Adduct,mz,Formula,MS2,isosmiles,Database,is_oecdpfas,analogue_score,analogue_score_num
"""(3-chlorophenyl)-N-[7-(4-fluorophenyl)-2,4,6-trioxo-3-(trifluoromethyl)(3,5,7- trihydro-5,7-diazaindol-3-yl)]carboxamide CollisionEnergy:205060""",M-H,481.033,C20H11ClF4N4O4,62.884449:3031.0 65.998093:18721.0 66.322807:2957.0 68.995369:12411.0 82.721802:2813.0 85.450706:3446.0 92.995583:60698.0 100.000313:15247.0 104.308022:3798.0 108.990677:45692.0 115.030212:3004.0 118.681358:3835.0 120.006577:12518.0 133.001877:34650.0 134.927292:3442.0 135.036499:1720788.0 137.134811:3121.0 154.006531:16729.0 159.036194:7489.0 160.996933:208428.0 163.996414:4102.0 169.02124:31949.0 178.007431:6386.0 188.008377:6123.0 188.991989:230031.0 189.024384:5485.0 202.028976:3251.0 203.027344:3675.0 209.033707:6085.0 214.028275:3873.0 217.021881:65136.0 227.022018:4102.0 234.027557:4074.0 236.05162:3647.0 237.028229:121705.0 237.054932:4420.0 250.021606:3998.0 255.018906:191174.0 257.034668:77333.0 262.024078:15036.0 272.0289:35002.0 280.993103:8077.0 281.021851:45002.0 282.029663:227148.0 283.013641:140254.0 298.024292:20152.0 300.03949:13998.0 300.999207:45421.0 326.019745:2021710.0 344.00531:43320.0 368.025146:4424.0 418.020447:24735.0 438.027466:229482.0 481.033325:587343.0,O=c1nc(O)c2c(n1-c1ccc(F)cc1)N=C(O)C2(N=C(O)c1cccc(Cl)c1)C(F)(F)F,GNPS,1,0.2271622050302984,37
6:2 fluorotelomer unsaturated carboxylic acid,[M-H]-,356.979,C8H2F12O2,92.996:110 242.9864:326 292.9835:999,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.2270157083195331,3
"MoNA:478799 (2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid",M-H,356.979,C8H2F12O2,92.996:11.030741 242.9864:32.665326 292.9835:100.0,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.22697429448250403,3
"Massbank:EA273261 6:2 fluorotelomer unsaturated carboxylic acid|(2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid|2-Octenoic acid, 3,4,4,5,5,6,6,7,7,8,8,8-dodecafluoro-, (2E)-",M-H,356.979,C8H2F12O2,92.996002:5436.600098 242.986404:16099.400391 292.98349:49285.898438,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.22697429242181155,3
"Massbank:EA273261 6:2 fluorotelomer unsaturated carboxylic acid|(2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid|2-Octenoic acid, 3,4,4,5,5,6,6,7,7,8,8,8-dodecafluoro-, (2E)-",M-H,356.979,C8H2F12O2,92.996002:5436.600098 242.986404:16099.400391 292.98349:49285.898438,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.22697429242181155,3
6:2 fluorotelomer unsaturated carboxylic acid,[M-H]-,356.97900390625,C8H2F12O2,92.996:110 242.986:327 292.984:1000,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.22697118837252347,3
6:2 fluorotelomer unsaturated carboxylic acid,[M-H]-,356.979,C8H2F12O2,92.9958:136 242.987:316 292.9836:999,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.22576060148933155,3
"MoNA:478219 (2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid",M-H,356.979,C8H2F12O2,92.9958:13.690553 242.987:31.663787 292.9836:100.0,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.22567586401080977,3
"Massbank:EA273255 6:2 fluorotelomer unsaturated carboxylic acid|(2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid|2-Octenoic acid, 3,4,4,5,5,6,6,7,7,8,8,8-dodecafluoro-, (2E)-",M-H,356.979,C8H2F12O2,92.995796:9914.0 242.987:22929.300781 292.983612:72414.898438,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.2256758623676586,3
6:2 fluorotelomer unsaturated carboxylic acid,[M-H]-,356.97900390625,C8H2F12O2,92.996:137 242.987:317 292.984:1000,O=C(O)C=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.22564042670321696,3
n:2 FTSO2NBs n=3,[M-H]-,569.0785114,C15H19F13O4N2S,179.08597372:1.0 223.07580295999998:1.0 446.00896313600003:1.0 466.01519138800006:1.0 549.0722916640001:1.0 569.078519916:1.0,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,Literatures,1,0.22401303421470184,5
6:2FTOHdiPAPs m+n=12,[M-H]-,788.9750491,C16H9F26O4P,78.95905549:1.0 96.969620174:1.0 422.966108878:1.0 442.97233713:1.0 788.975054086:1.0,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.20743431357389186,4
n:2 FTSPrAs n=3,[M-H]-,451.0042874,C11H9F13O2S,105.00157540000001:1.0 338.97070648399995:1.0 358.976934736:1.0 378.983162988:1.0 451.00429235599995:1.0,O=C(O)CCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.20743431357389186,4
n:2 FTSASAs n=3,[M-H]-,602.0346015,C15H18F13O5NS2,135.01214008399998:1.0 152.03868917999998:1.0 206.049253864:1.0 256.031889548:1.0 602.0346065040001:1.0,CC(C)(CS(=O)(=O)O)NC(=O)CCS(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.20743431357389186,4
"""N-[2-(2,5-dimethylindol-3-yl)ethyl](2-chloro-4,5-difluorophenyl)carboxamide CollisionEnergy:205060""",M-H,361.092,C19H17ClF2N2O,50.434158:2283.0 57.007:2156.0 66.740692:2508.0 67.038834:2193.0 68.995499:3065.0 73.951477:2703.0 78.805321:2326.0 86.947891:2370.0 92.376167:2437.0 92.995628:11804.0 100.565979:2483.0 106.071663:2583.0 110.001862:2717.0 146.98172:71585.0 189.987717:21450.0 190.97226:3899.0 199.076904:5404.0 204.989929:15261.0 213.10347:106243.0 224.996048:3888.0 228.989746:4207.0 254.986694:43581.0 266.982208:2612.0 290.987:2538.0 292.985229:2697.0 312.409027:2335.0 320.978699:12691.0 340.984131:29031.0 360.991302:43172.0 361.092804:238097.0 454.222656:2376.0 468.679993:2341.0 633.802368:2661.0,Cc1ccc2[nH]c(C)c(CCN=C(O)c3cc(F)c(F)cc3Cl)c2c1,GNPS,0,0.2067623703690487,27
6:2 fluorotelomer carboxylate,[M-H]-,376.98527,C8H3F13O2,92.99558:200.0 142.99456:270.0 242.9871:400.0 292.98344:1000.0 ,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inhouse standard,1,0.19896574496876643,4
"""(2,6-difluorophenyl)-N-[2-(2-methylindol-3-yl)ethyl]carboxamide CollisionEnergy:102040""",M-H,313.116,C18H16F2N2O,50.351799:2017.0 50.652771:2273.0 54.686069:2699.0 54.909698:2817.0 61.987629:2841.0 64.382294:2153.0 73.956993:3569.0 92.995796:9999.0 93.014587:4262.0 94.340752:2052.0 104.292183:2443.0 108.29982:2391.0 113.020866:99400.0 133.371262:2705.0 137.677826:2394.0 145.808899:2263.0 157.981232:3029.0 174.955414:3788.0 176.960358:2267.0 199.087784:39272.0 222.851303:2483.0 224.438965:2255.0 242.985535:29238.0 244.984589:4119.0 264.99411:2533.0 268.982941:4919.0 272.978149:3767.0 292.98291:200525.0 293.109406:3532.0 299.158325:2382.0 312.989685:98380.0 313.115417:96172.0 313.15799:4242.0 313.20282:28703.0,Cc1[nH]c2ccccc2c1CCN=C(O)c1c(F)cccc1F,GNPS,0,0.1914933486856307,25
n:2 FTSAs n=6,[M-H]-,426.9679019,C8H5F13O3S,79.95736486:1.0 80.965189892:1.0 259.017479108:1.0 294.998635484:1.0 388.971100408:1.0 426.967906848:1.0,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.1855348904068918,5
7-[(2-fluorophenyl)methoxy]-4-methylchromen-2-one CollisionEnergy:102040,M-H,283.078,C17H13FO3,61.113129:1910.0 63.58226:2207.0 64.78508:2024.0 66.752617:2121.0 77.995117:2330.0 82.165413:2299.0 87.6436:2184.0 92.391327:2327.0 104.303627:2700.0 112.251823:2271.0 112.985626:3309.0 133.954224:2753.0 151.166306:2694.0 208.899185:5990.0 216.989044:3649.0 235.077347:2129.0 237.878281:2726.0 248.048187:9875.0 254.985092:7605.0 263.07135:248678.0 282.980713:185750.0 283.077545:305164.0 303.239899:5071.0 354.465973:2437.0 429.916931:2553.0,Cc1cc(=O)oc2cc(OCc3ccccc3F)ccc12,GNPS,0,0.17822365047593558,21
n:2 FTSEAs n=3,[M-H]-,436.9886373,C10H7F13O2S,90.98592533600001:1.0 272.96144354:1.0 292.96767179200003:1.0 312.97390004399995:1.0 332.980128296:1.0 376.969957536:1.0 396.976185788:1.0 416.98241404000004:1.0 436.98864229199995:1.0,O=C(O)CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.1770978534209216,8
53FTA,[M-H]-,341.0,C8H5F11O2,167.066:76 216.984:1000 237.036:68,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.17221731941375668,3
53FTA,[M-H]-,341.0,C8H5F11O2,167.066223:76 216.983505:999 237.036255:68,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.17220647073697412,3
"MoNA:3297392 4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,167.066223:7.640121 216.983505:100.0 237.036255:6.828325,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.1721658233479414,3
"Massbank:FFF00382 53FTA|53Fluorotelomer Acid|4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,167.066223:148888.40625 216.983505:1948770.25 237.036255:133068.375,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.17216582296340796,3
12:2 FTOH,[M-H]-,662.98718,C14H5F25O,68.99449:13881 118.99211:12366 168.98782:12397 192.98228:5437 192.98991:18075 242.98813:20664 254.9863:19125 266.98712:19457 269.38223:9097 292.98138:13309 316.98315:20554 328.98224:9740 366.97775:9914 516.97504:106729 554.97137:554642 582.95605:84461 592.96313:15644 602.96246:57703,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.16427427242527587,18
"""N-[2-(4-fluoro-2,7-dimethylindol-3-yl)ethyl](2-methoxyphenyl)carboxamide CollisionEnergy:102040""",M-H,339.151,C20H21FN2O2,59.840961:2294.0 62.773491:2088.0 73.797791:2485.0 73.95826:3065.0 77.645866:2465.0 136.039917:2743.0 136.216736:2835.0 150.055786:64250.0 172.041321:3181.0 254.986221:10117.0 279.335541:2438.0 298.975952:5367.0 318.982239:5501.0 324.091309:3826.0 338.987244:13693.0 339.151398:763304.0,COc1ccccc1C(O)=NCCc1c(C)[nH]c2c(C)ccc(F)c12,GNPS,0,0.16242054526142577,13
"""N-[2-(4-fluoro-2,7-dimethylindol-3-yl)ethyl](2-methoxyphenyl)carboxamide CollisionEnergy:102040""",M-H,339.151,C20H21FN2O2,59.840961:2294.0 62.773491:2088.0 73.797791:2485.0 73.95826:3065.0 77.645866:2465.0 136.039917:2743.0 136.216736:2835.0 150.055786:64250.0 172.041321:3181.0 254.986221:10117.0 279.335541:2438.0 298.975952:5367.0 318.982239:5501.0 324.091309:3826.0 338.987244:13693.0 339.151398:763304.0,COc1ccccc1C(O)=NCCc1c(C)[nH]c2c(C)ccc(F)c12,GNPS,0,0.16242054526142577,13
"""methyl 2-amino-4-(2-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b]pyra n-3-carboxylate CollisionEnergy:102040""",M-H,346.073,C17H14FNO6,65.369713:2179.0 65.998238:34419.0 66.02108:2154.0 72.497726:2129.0 73.965553:2488.0 91.26947:2014.0 94.715401:2102.0 95.338364:2273.0 98.024673:146509.0 141.019257:3228.0 209.596054:2421.0 209.926849:2727.0 346.062592:17386.0,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1F,GNPS,0,0.158289950924428,9
"""methylethyl 2-amino-4-(4-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b ]pyran-3-carboxylate CollisionEnergy:102040""",M-H,374.105,C19H18FNO6,54.10685:2829.0 65.9981:1070027.0 66.383682:2945.0 67.987083:2829.0 83.013557:6152.0 84.008873:15453.0 85.029167:5149.0 99.008751:16838.0 113.024406:3632.0 126.056107:4118910.0 126.427391:3567.0 127.040283:3533.0 141.019394:316713.0 160.057022:4839.0 186.036072:3636.0 208.857895:11466.0 214.031174:3506.0 219.047516:3172.0 230.463806:3343.0 231.032501:4974.0 246.056244:3222.0 246.093292:32361.0 247.041:21429.0 270.057831:16848.0 274.088898:3397.0 314.046875:62009.0 347.095184:3311.0 374.10498:123314.0 384.557861:3127.0,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(F)cc1,GNPS,0,0.1561171826458307,23
"""methylethyl 2-amino-4-(4-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b ]pyran-3-carboxylate CollisionEnergy:102040""",M-H,374.105,C19H18FNO6,54.10685:2829.0 65.9981:1070027.0 66.383682:2945.0 67.987083:2829.0 83.013557:6152.0 84.008873:15453.0 85.029167:5149.0 99.008751:16838.0 113.024406:3632.0 126.056107:4118910.0 126.427391:3567.0 127.040283:3533.0 141.019394:316713.0 160.057022:4839.0 186.036072:3636.0 208.857895:11466.0 214.031174:3506.0 219.047516:3172.0 230.463806:3343.0 231.032501:4974.0 246.056244:3222.0 246.093292:32361.0 247.041:21429.0 270.057831:16848.0 274.088898:3397.0 314.046875:62009.0 347.095184:3311.0 374.10498:123314.0 384.557861:3127.0,CC(C)OC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccc(F)cc1,GNPS,0,0.1561171826458307,23
"""2-methoxyethyl 2-amino-4-(2-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3, 2-b]pyran-3-carboxylate CollisionEnergy:102040""",M-H,390.099,C19H18FNO7,62.20932:2335.0 65.994217:3979.0 65.998253:114951.0 68.052307:2191.0 69.511803:2382.0 77.300926:2388.0 85.755272:2230.0 88.518219:2218.0 96.024208:2378.0 124.733147:2419.0 136.215179:3296.0 141.019119:17318.0 142.050949:367503.0 260.954651:2813.0 301.723999:2800.0 321.904633:3129.0 390.098328:4919.0,COCCOC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1F,GNPS,0,0.15372002204586668,13
"""N-[2-(2,5-dimethylindol-3-yl)ethyl](2-chloro-4,5-difluorophenyl)carboxamide CollisionEnergy:102040""",M-H,361.092,C19H17ClF2N2O,65.758133:2081.0 66.199898:2183.0 66.638199:2358.0 86.384979:2920.0 112.985527:3957.0 118.656601:2510.0 136.207962:2701.0 146.981491:177518.0 178.99295:2481.0 189.987778:54266.0 190.971115:5320.0 204.989212:3048.0 209.281189:7306.0 213.103073:314638.0 242.98674:4117.0 254.985886:47109.0 292.984131:3314.0 294.982117:3266.0 316.982758:2977.0 320.9776:32249.0 340.983215:50614.0 360.987396:111639.0 361.092529:1070165.0 453.736023:2884.0,Cc1ccc2[nH]c(C)c(CCN=C(O)c3cc(F)c(F)cc3Cl)c2c1,GNPS,0,0.15367640024709175,22
"""N-[2-(2,5-dimethylindol-3-yl)ethyl](2-chloro-4,5-difluorophenyl)carboxamide CollisionEnergy:102040""",M-H,361.092,C19H17ClF2N2O,65.758133:2081.0 66.199898:2183.0 66.638199:2358.0 86.384979:2920.0 112.985527:3957.0 118.656601:2510.0 136.207962:2701.0 146.981491:177518.0 178.99295:2481.0 189.987778:54266.0 190.971115:5320.0 204.989212:3048.0 209.281189:7306.0 213.103073:314638.0 242.98674:4117.0 254.985886:47109.0 292.984131:3314.0 294.982117:3266.0 316.982758:2977.0 320.9776:32249.0 340.983215:50614.0 360.987396:111639.0 361.092529:1070165.0 453.736023:2884.0,Cc1ccc2[nH]c(C)c(CCN=C(O)c3cc(F)c(F)cc3Cl)c2c1,GNPS,0,0.15367640024709175,22
(4-fluorophenyl)-N-[2-(2-methylindol-3-yl)ethyl]carboxamide CollisionEnergy:205060,M+formate,341.131,C18H17FN2O,74.101822:2293.0 82.425781:3254.0 89.419937:2320.0 92.995499:3998.0 121.690788:2540.0 138.036102:72407.0 144.535873:2356.0 154.993362:2480.0 158.014191:2726.0 188.625427:2158.0 190.760422:2609.0 192.989624:10636.0 204.989822:5036.0 254.986877:25881.0 295.125183:155231.0 320.97818:17211.0 340.984558:23636.0 341.23175:4461.0,Cc1[nH]c2ccccc2c1CCNC(=O)c1ccc(F)cc1,GNPS,0,0.15314803716208925,16
53FTA,[M-H]-,341.0,C8H5F11O2,62.928:36 216.984:1000 237.036:732,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.1513103606553675,3
"Massbank:FFF00381 53FTA|53Fluorotelomer Acid|4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,62.928425:75744.976562 216.984222:2109879.5 237.036011:1545025.0,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.15128486889215673,3
"MoNA:3297411 4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,62.928425:3.590014 216.984222:100.0 237.036011:73.228116,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.15128486827968216,3
53FTA,[M-H]-,341.0,C8H5F11O2,62.928425:36 216.984222:999 237.036011:732,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.1512838675037571,3
o-Fluorobenzoate,[M-H]-,139.0,C7H5FO2,49.2:10 75:1000 95.1:46,O=C(O)c1ccccc1F,MoNA,0,0.14501996095436692,3
o-Fluorobenzoate,[M-H]-,139.0,C7H5FO2,49.200:10 75.000:999 78.800:2 93.300:2 95.100:46,O=C(O)c1ccccc1F,MassBank,0,0.14474197925023344,5
Massbank:KO000787 o-Fluorobenzoate|2-Fluorobenzoic acid|2-Fluorobenzoate|o-Fluorobenzoic acid,M-H,139.0,C7H5FO2,49.200001:396040.0 75.0:41311924.0 78.800003:89109.0 93.300003:94059.5 95.099998:1920794.0,O=C(O)c1ccccc1F,GNPS,0,0.14471091133947267,5
MoNA:2254698 o-Fluorobenzoate,M-H,139.0,C7H5FO2,49.2:0.958658 75.0:100.0 78.8:0.215698 93.3:0.227681 95.1:4.649491,O=C(O)c1ccccc1F,GNPS,0,0.14471091109472226,5
N-[2-(5-fluoro-2-methylindol-3-yl)ethyl](2-oxochromen-3-yl)carboxamide CollisionEnergy:205060,M+formate,409.121,C21H17FN2O3,65.444977:2602.0 68.043793:2131.0 68.995323:5017.0 71.657043:2115.0 92.408417:2452.0 92.995453:9717.0 101.054451:2164.0 112.984909:2672.0 117.034782:25375.0 118.687134:3084.0 118.992287:2322.0 145.029037:9323.0 146.345108:2382.0 192.989227:2334.0 196.094604:2237.0 204.092163:2348.0 211.416199:3847.0 254.985214:12789.0 292.982849:2630.0 304.982758:87806.0 324.98877:29074.0 342.979431:2444.0 344.978668:3363.0 363.114685:47611.0 368.97644:4423.0 404.157227:2580.0 408.981171:13640.0 532.823486:2758.0,Cc1[nH]c2ccc(F)cc2c1CCN=C(O)c1cc2ccccc2oc1=O,GNPS,0,0.14204134752660863,25
3-Fluorobenzoate,[M-H]-,139.0,C7H5FO2,49.2:22 75:1000 79:39 95.4:72,O=C(O)c1cccc(F)c1,MoNA,0,0.14000540042357262,4
MoNA:2257558 3-Fluoro-Benzoic Acid,M-H,139.0,C7H5FO2,49.2:2.187652 75.0:100.0 76.8:0.194458 79.0:3.889159 95.4:7.194944,O=C(O)c1cccc(F)c1,GNPS,0,0.13990281814209932,5
Massbank:KO000797 3-Fluorobenzoate|3-Fluorobenzoic acid,M-H,139.0,C7H5FO2,49.200001:222772.5 75.0:10183178.0 76.800003:19802.0 79.0:396040.0 95.400002:732674.0,O=C(O)c1cccc(F)c1,GNPS,0,0.13990281777673172,5
3-Fluorobenzoate,[M-H]-,139.0,C7H5FO2,49.200:22 75.000:999 76.800:2 79.000:39 95.400:72,O=C(O)c1cccc(F)c1,MassBank,0,0.13987366670256524,5
6:2 PFSMbtA,[M-H]-,569.0785149,C15H19F13O4N2S,63.962450239999995:1.0 64.97027527200001:1.0 82.96085346000001:1.0 91.981174304:1.0 120.012474432:1.0 163.054673592:1.0 223.07580295999998:1.0 410.97299222799995:1.0 446.00896313600003:1.0,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)[O-],Literatures,1,0.13828954238259455,9
5:3 FTCA,[M-H]-,341.00378,C8H5F11O2,59.01269:6991 62.98746:46090 101.30474:5456 116.94332:6307 162.95972:9906 166.99297:11606 216.98903:455096 236.99409:265238 257.00244:6960,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Literatures,1,0.13775980904428003,9
62FTA,[M-H-CO2-2HF]-,293.0,C8H3F13O2,130.955:10 142.932:10 243.01:17 293.066:1000 293.714:24,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.1360407820698682,3
HPFLDCA n=10,[M-H]-,620.9623212,C13H3F21O4,242.98617898:1.0 292.98298542:1.0 342.97979186:1.0 492.97021118:1.0,O=C(O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O,Literatures,1,0.1360407820698682,4
"""(2,6-difluorophenyl)-N-[2-(2-methylindol-3-yl)ethyl]carboxamide CollisionEnergy:205060""",M-H,313.116,C18H16F2N2O,52.192799:2092.0 56.82687:2610.0 60.541771:2438.0 61.98793:3388.0 68.995399:3978.0 85.042084:2184.0 92.386208:2131.0 92.995583:51396.0 93.014473:62464.0 104.454536:2363.0 113.020813:177551.0 130.992615:4930.0 142.991852:2497.0 176.448425:2215.0 199.088684:19970.0 216.990112:3866.0 242.986176:58970.0 244.983734:2897.0 292.983276:96276.0 312.989746:53021.0 313.113922:31260.0 313.202881:9376.0,Cc1[nH]c2ccccc2c1CCN=C(O)c1c(F)cccc1F,GNPS,0,0.13588652229199769,16
"""(2,6-difluorophenyl)-N-[2-(2-methylindol-3-yl)ethyl]carboxamide CollisionEnergy:205060""",M-H,313.116,C18H16F2N2O,52.192799:2092.0 56.82687:2610.0 60.541771:2438.0 61.98793:3388.0 68.995399:3978.0 85.042084:2184.0 92.386208:2131.0 92.995583:51396.0 93.014473:62464.0 104.454536:2363.0 113.020813:177551.0 130.992615:4930.0 142.991852:2497.0 176.448425:2215.0 199.088684:19970.0 216.990112:3866.0 242.986176:58970.0 244.983734:2897.0 292.983276:96276.0 312.989746:53021.0 313.113922:31260.0 313.202881:9376.0,Cc1[nH]c2ccccc2c1CCN=C(O)c1c(F)cccc1F,GNPS,0,0.13588652229199769,16
"""methyl 2-amino-4-(2-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b]pyra n-3-carboxylate CollisionEnergy:205060""",M-H,346.073,C17H14FNO6,65.998123:105899.0 96.990532:2447.0 98.024689:137495.0 104.31308:2354.0 120.581543:2604.0 127.004173:2150.0 158.007095:3145.0 220.680923:2740.0 244.865723:2199.0 346.06543:4924.0,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1F,GNPS,0,0.1336858933849003,9
"""methyl 2-amino-4-(2-fluorophenyl)-6-(hydroxymethyl)-8-oxo-4H-pyrano[3,2-b]pyra n-3-carboxylate CollisionEnergy:205060""",M-H,346.073,C17H14FNO6,65.998123:105899.0 96.990532:2447.0 98.024689:137495.0 104.31308:2354.0 120.581543:2604.0 127.004173:2150.0 158.007095:3145.0 220.680923:2740.0 244.865723:2199.0 346.06543:4924.0,COC(=O)C1=C(N)Oc2c(oc(CO)cc2=O)C1c1ccccc1F,GNPS,0,0.1336858933849003,9
10:2 fluorotelomer carboxylate,[M-H]-,576.9725,C12H3F21O2,62.99406:425.0 292.98224:450.0 492.9712:1000.0 ,O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inhouse standard,1,0.13329220011213755,3
"6.2,6:2 fluorotelomer phosphate diester",[M-H]-,788.97506,C16H9F26O4P,78.96167:375.0 96.97173:1000.0 422.9668:166.0 442.97305:166.0 ,O=P(O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,inhouse standard,1,0.12937425969073357,4
"Massbank:FFF00383 53FTA|53Fluorotelomer Acid|4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,62.83815:15867.6875 97.986427:47615.621094 116.964813:28953.34375 143.003555:59253.214844 147.963943:15804.526367 166.953873:252072.21875 216.351166:105252.5 216.984116:457201.71875,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.12568498983128026,8
"MoNA:3298313 4,4,5,5,6,6,7,7,8,8,8-Undecafluorooctanoic acid",M-H,341.0,C8H5F11O2,62.83815:3.47061 97.986427:10.414576 116.964813:6.332729 143.003555:12.959972 147.963943:3.456795 166.953873:55.133699 216.351166:23.02102 216.984116:100.0,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,GNPS,1,0.12568498970266515,8
53FTA,[M-H]-,341.0,C8H5F11O2,62.838:35 97.986:104 116.965:63 143.004:130 147.964:35 166.954:551 216.351:230 216.984:1000,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MoNA,1,0.12568188879102796,8
53FTA,[M-H]-,341.0,C8H5F11O2,62.838150:35 97.986427:104 116.964813:63 143.003555:129 147.963943:35 166.953873:551 216.351166:230 216.984116:999,O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,MassBank,1,0.12567755485806947,8
